sample	cval	segs	waterfall	median_seg_length	algorithm
P-0000131-T02-IM6	25	175	0.228449090191678	9827257	facets
P-0000131-T02-IM6	50	104	0.228449090191678	15282945	facets
P-0000131-T02-IM6	75	90	0.228449090191678	20725178.5	facets
P-0000131-T02-IM6	100	79	0.228449090191678	21375461	facets
P-0000131-T02-IM6	150	69	0.228449090191678	22222102	facets
P-0000131-T02-IM6	200	60	0.228449090191678	34633426	facets
P-0000131-T02-IM6	25	161	0.209015972743131	10284417	dryclean
P-0000131-T02-IM6	50	94	0.209015972743131	19990512	dryclean
P-0000131-T02-IM6	75	73	0.209015972743131	22547739	dryclean
P-0000131-T02-IM6	100	66	0.209015972743131	23453711.5	dryclean
P-0000131-T02-IM6	150	53	0.209015972743131	34651256	dryclean
P-0000131-T02-IM6	200	46	0.209015972743131	44551838	dryclean
P-0001396-T04-IM6	25	138	0.29223706426654	10613867	facets
P-0001396-T04-IM6	50	81	0.29223706426654	19289867	facets
P-0001396-T04-IM6	75	66	0.29223706426654	29461967	facets
P-0001396-T04-IM6	100	63	0.29223706426654	30215996	facets
P-0001396-T04-IM6	150	49	0.29223706426654	53524350	facets
P-0001396-T04-IM6	200	46	0.29223706426654	56701759	facets
P-0001396-T04-IM6	25	115	0.203424653667326	14256372	dryclean
P-0001396-T04-IM6	50	72	0.203424653667326	23656670	dryclean
P-0001396-T04-IM6	75	62	0.203424653667326	34331108.5	dryclean
P-0001396-T04-IM6	100	51	0.203424653667326	39838109	dryclean
P-0001396-T04-IM6	150	45	0.203424653667326	62576786	dryclean
P-0001396-T04-IM6	200	43	0.203424653667326	62576786	dryclean
P-0001939-T03-IM6	25	130	0.424347429332431	9636247.5	facets
P-0001939-T03-IM6	50	44	0.424347429332431	53870937.5	facets
P-0001939-T03-IM6	75	34	0.424347429332431	77421607.5	facets
P-0001939-T03-IM6	100	28	0.424347429332431	92744106.5	facets
P-0001939-T03-IM6	150	28	0.424347429332431	92744106.5	facets
P-0001939-T03-IM6	200	28	0.424347429332431	92744106.5	facets
P-0001939-T03-IM6	25	113	0.231181103895183	12685140	dryclean
P-0001939-T03-IM6	50	39	0.231181103895183	62589282	dryclean
P-0001939-T03-IM6	75	37	0.231181103895183	68744574	dryclean
P-0001939-T03-IM6	100	35	0.231181103895183	73739015	dryclean
P-0001939-T03-IM6	150	33	0.231181103895183	81104200	dryclean
P-0001939-T03-IM6	200	33	0.231181103895183	81104200	dryclean
P-0002713-T02-IM6	25	95	0.203572212258408	20213437	facets
P-0002713-T02-IM6	50	54	0.203572212258408	36420592.5	facets
P-0002713-T02-IM6	75	49	0.203572212258408	39257374	facets
P-0002713-T02-IM6	100	43	0.203572212258408	51264009	facets
P-0002713-T02-IM6	150	39	0.203572212258408	62334773	facets
P-0002713-T02-IM6	200	32	0.203572212258408	83543527	facets
P-0002713-T02-IM6	25	83	0.135261717606318	18790889	dryclean
P-0002713-T02-IM6	50	53	0.135261717606318	33258559	dryclean
P-0002713-T02-IM6	75	43	0.135261717606318	55986242	dryclean
P-0002713-T02-IM6	100	43	0.135261717606318	55986242	dryclean
P-0002713-T02-IM6	150	42	0.135261717606318	56247794.5	dryclean
P-0002713-T02-IM6	200	36	0.135261717606318	75568977	dryclean
P-0003185-T02-IM6	25	95	0.297615783512843	19698820	facets
P-0003185-T02-IM6	50	47	0.297615783512843	50420000	facets
P-0003185-T02-IM6	75	40	0.297615783512843	60911967.5	facets
P-0003185-T02-IM6	100	40	0.297615783512843	60911967.5	facets
P-0003185-T02-IM6	150	38	0.297615783512843	63840971	facets
P-0003185-T02-IM6	200	38	0.297615783512843	63840971	facets
P-0003185-T02-IM6	25	92	0.176003622303165	19989931	dryclean
P-0003185-T02-IM6	50	49	0.176003622303165	39099550	dryclean
P-0003185-T02-IM6	75	44	0.176003622303165	58568399.5	dryclean
P-0003185-T02-IM6	100	41	0.176003622303165	60570893	dryclean
P-0003185-T02-IM6	150	39	0.176003622303165	62576886	dryclean
P-0003185-T02-IM6	200	39	0.176003622303165	62576886	dryclean
P-0003581-T02-IM6	25	95	0.736088140126018	17220327	facets
P-0003581-T02-IM6	50	51	0.736088140126018	36837400	facets
P-0003581-T02-IM6	75	45	0.736088140126018	44106301	facets
P-0003581-T02-IM6	100	42	0.736088140126018	52710826.5	facets
P-0003581-T02-IM6	150	32	0.736088140126018	68994208	facets
P-0003581-T02-IM6	200	26	0.736088140126018	91445045.5	facets
P-0003581-T02-IM6	25	75	0.611499062236076	18698197	dryclean
P-0003581-T02-IM6	50	39	0.611499062236076	53742100	dryclean
P-0003581-T02-IM6	75	34	0.611499062236076	76556110	dryclean
P-0003581-T02-IM6	100	28	0.611499062236076	89535349	dryclean
P-0003581-T02-IM6	150	25	0.611499062236076	121227019	dryclean
P-0003581-T02-IM6	200	23	0.611499062236076	133170586	dryclean
P-0003581-T04-IM6	25	182	0.358914665465372	9807871	facets
P-0003581-T04-IM6	50	86	0.358914665465372	20600925	facets
P-0003581-T04-IM6	75	61	0.358914665465372	33258350	facets
P-0003581-T04-IM6	100	54	0.358914665465372	36336153	facets
P-0003581-T04-IM6	150	50	0.358914665465372	39842664	facets
P-0003581-T04-IM6	200	41	0.358914665465372	55763950	facets
P-0003581-T04-IM6	25	129	0.146176511696051	13555728	dryclean
P-0003581-T04-IM6	50	83	0.146176511696051	21832143	dryclean
P-0003581-T04-IM6	75	72	0.146176511696051	32720769	dryclean
P-0003581-T04-IM6	100	66	0.146176511696051	32891132.5	dryclean
P-0003581-T04-IM6	150	56	0.146176511696051	34633216.5	dryclean
P-0003581-T04-IM6	200	51	0.146176511696051	41392210	dryclean
P-0003866-T06-IM6	25	114	0.221944604528012	13193726	facets
P-0003866-T06-IM6	50	60	0.221944604528012	30102904	facets
P-0003866-T06-IM6	75	51	0.221944604528012	35256925	facets
P-0003866-T06-IM6	100	49	0.221944604528012	39580441	facets
P-0003866-T06-IM6	150	48	0.221944604528012	43241857	facets
P-0003866-T06-IM6	200	46	0.221944604528012	50692336.5	facets
P-0003866-T06-IM6	25	98	0.11931398336557	12749842.5	dryclean
P-0003866-T06-IM6	50	63	0.11931398336557	24565700	dryclean
P-0003866-T06-IM6	75	58	0.11931398336557	27562226	dryclean
P-0003866-T06-IM6	100	58	0.11931398336557	27562226	dryclean
P-0003866-T06-IM6	150	58	0.11931398336557	27562226	dryclean
P-0003866-T06-IM6	200	58	0.11931398336557	27562226	dryclean
P-0004768-T02-IM6	25	140	0.619173305871199	10785441	facets
P-0004768-T02-IM6	50	71	0.619173305871199	26231200	facets
P-0004768-T02-IM6	75	52	0.619173305871199	33330725.5	facets
P-0004768-T02-IM6	100	47	0.619173305871199	47539239	facets
P-0004768-T02-IM6	150	40	0.619173305871199	61728486.5	facets
P-0004768-T02-IM6	200	36	0.619173305871199	68518021	facets
P-0004768-T02-IM6	25	130	0.263321308886021	10922728.5	dryclean
P-0004768-T02-IM6	50	60	0.263321308886021	33786204	dryclean
P-0004768-T02-IM6	75	48	0.263321308886021	42706489	dryclean
P-0004768-T02-IM6	100	43	0.263321308886021	52481758	dryclean
P-0004768-T02-IM6	150	39	0.263321308886021	62686550	dryclean
P-0004768-T02-IM6	200	36	0.263321308886021	73714450	dryclean
P-0004896-T02-IM6	25	113	0.302714700226787	12294529	facets
P-0004896-T02-IM6	50	65	0.302714700226787	34664725	facets
P-0004896-T02-IM6	75	58	0.302714700226787	42303807.5	facets
P-0004896-T02-IM6	100	47	0.302714700226787	52782484	facets
P-0004896-T02-IM6	150	42	0.302714700226787	57258294	facets
P-0004896-T02-IM6	200	42	0.302714700226787	57258294	facets
P-0004896-T02-IM6	25	92	0.174067695828126	17799177.5	dryclean
P-0004896-T02-IM6	50	56	0.174067695828126	37973701	dryclean
P-0004896-T02-IM6	75	55	0.174067695828126	39099254	dryclean
P-0004896-T02-IM6	100	53	0.174067695828126	40902438	dryclean
P-0004896-T02-IM6	150	50	0.174067695828126	45079790.5	dryclean
P-0004896-T02-IM6	200	50	0.174067695828126	45079790.5	dryclean
P-0005631-T02-IM6	25	175	0.241144349111323	8210394	facets
P-0005631-T02-IM6	50	114	0.241144349111323	13119331	facets
P-0005631-T02-IM6	75	97	0.241144349111323	15993336	facets
P-0005631-T02-IM6	100	86	0.241144349111323	19421413	facets
P-0005631-T02-IM6	150	81	0.241144349111323	20354670	facets
P-0005631-T02-IM6	200	76	0.241144349111323	23286266	facets
P-0005631-T02-IM6	25	175	0.171488607252604	9540000	dryclean
P-0005631-T02-IM6	50	107	0.171488607252604	14488807	dryclean
P-0005631-T02-IM6	75	88	0.171488607252604	18447771	dryclean
P-0005631-T02-IM6	100	82	0.171488607252604	20550312	dryclean
P-0005631-T02-IM6	150	77	0.171488607252604	20763532	dryclean
P-0005631-T02-IM6	200	75	0.171488607252604	20763532	dryclean
P-0006169-T02-IM6	25	181	0.208864686702779	6605500	facets
P-0006169-T02-IM6	50	104	0.208864686702779	16461525	facets
P-0006169-T02-IM6	75	95	0.208864686702779	21970402	facets
P-0006169-T02-IM6	100	84	0.208864686702779	24042975	facets
P-0006169-T02-IM6	150	77	0.208864686702779	25197000	facets
P-0006169-T02-IM6	200	65	0.208864686702779	25748946	facets
P-0006169-T02-IM6	25	198	0.129748853365626	7765570	dryclean
P-0006169-T02-IM6	50	120	0.129748853365626	13081251	dryclean
P-0006169-T02-IM6	75	101	0.129748853365626	14465540	dryclean
P-0006169-T02-IM6	100	91	0.129748853365626	20129964	dryclean
P-0006169-T02-IM6	150	82	0.129748853365626	22088719	dryclean
P-0006169-T02-IM6	200	76	0.129748853365626	23230142.5	dryclean
P-0006249-T02-IM6	25	134	0.33523520314659	9704106	facets
P-0006249-T02-IM6	50	50	0.33523520314659	40794726	facets
P-0006249-T02-IM6	75	38	0.33523520314659	59798529.5	facets
P-0006249-T02-IM6	100	36	0.33523520314659	68158615	facets
P-0006249-T02-IM6	150	30	0.33523520314659	89770343	facets
P-0006249-T02-IM6	200	30	0.33523520314659	89770343	facets
P-0006249-T02-IM6	25	110	0.21565745886294	14552256.5	dryclean
P-0006249-T02-IM6	50	49	0.21565745886294	45507306	dryclean
P-0006249-T02-IM6	75	37	0.21565745886294	62577909	dryclean
P-0006249-T02-IM6	100	35	0.21565745886294	73739321	dryclean
P-0006249-T02-IM6	150	33	0.21565745886294	80605910	dryclean
P-0006249-T02-IM6	200	33	0.21565745886294	80605910	dryclean
P-0006376-T03-IM6	25	60	0.216305170469178	23756343.5	facets
P-0006376-T03-IM6	50	40	0.216305170469178	44780246.5	facets
P-0006376-T03-IM6	75	38	0.216305170469178	53569179	facets
P-0006376-T03-IM6	100	36	0.216305170469178	61947038.5	facets
P-0006376-T03-IM6	150	35	0.216305170469178	62334727	facets
P-0006376-T03-IM6	200	35	0.216305170469178	62334727	facets
P-0006376-T03-IM6	25	71	0.132357566695511	19111533	dryclean
P-0006376-T03-IM6	50	42	0.132357566695511	37764512.5	dryclean
P-0006376-T03-IM6	75	39	0.132357566695511	49255809	dryclean
P-0006376-T03-IM6	100	37	0.132357566695511	61559300	dryclean
P-0006376-T03-IM6	150	37	0.132357566695511	61559300	dryclean
P-0006376-T03-IM6	200	37	0.132357566695511	61559300	dryclean
P-0006609-T02-IM6	25	66	1.19588795787038	23247590.5	facets
P-0006609-T02-IM6	50	28	1.19588795787038	94311122	facets
P-0006609-T02-IM6	75	27	1.19588795787038	95500244	facets
P-0006609-T02-IM6	100	25	1.19588795787038	126130789	facets
P-0006609-T02-IM6	150	25	1.19588795787038	126130789	facets
P-0006609-T02-IM6	200	25	1.19588795787038	126130789	facets
P-0006609-T02-IM6	25	50	0.36950183130054	38255327	dryclean
P-0006609-T02-IM6	50	31	0.36950183130054	86418458	dryclean
P-0006609-T02-IM6	75	27	0.36950183130054	94586650	dryclean
P-0006609-T02-IM6	100	25	0.36950183130054	132869629	dryclean
P-0006609-T02-IM6	150	25	0.36950183130054	132869629	dryclean
P-0006609-T02-IM6	200	25	0.36950183130054	132869629	dryclean
P-0006741-T02-IM6	25	109	0.234698975524161	18461125	facets
P-0006741-T02-IM6	50	70	0.234698975524161	30686148.5	facets
P-0006741-T02-IM6	75	61	0.234698975524161	35256950	facets
P-0006741-T02-IM6	100	58	0.234698975524161	38185805	facets
P-0006741-T02-IM6	150	54	0.234698975524161	38733950	facets
P-0006741-T02-IM6	200	50	0.234698975524161	39718905.5	facets
P-0006741-T02-IM6	25	130	0.135305710217476	14137420	dryclean
P-0006741-T02-IM6	50	77	0.135305710217476	29405250	dryclean
P-0006741-T02-IM6	75	71	0.135305710217476	30539679	dryclean
P-0006741-T02-IM6	100	65	0.135305710217476	34009420	dryclean
P-0006741-T02-IM6	150	60	0.135305710217476	37020126	dryclean
P-0006741-T02-IM6	200	59	0.135305710217476	36598970	dryclean
P-0006741-T03-IM6	25	125	0.583262496452142	17014800	facets
P-0006741-T03-IM6	50	70	0.583262496452142	31731354.5	facets
P-0006741-T03-IM6	75	60	0.583262496452142	38308945.5	facets
P-0006741-T03-IM6	100	55	0.583262496452142	39099450	facets
P-0006741-T03-IM6	150	42	0.583262496452142	51739586.5	facets
P-0006741-T03-IM6	200	34	0.583262496452142	70059700	facets
P-0006741-T03-IM6	25	173	0.156335455991537	8829450	dryclean
P-0006741-T03-IM6	50	90	0.156335455991537	22957802.5	dryclean
P-0006741-T03-IM6	75	74	0.156335455991537	28692895	dryclean
P-0006741-T03-IM6	100	65	0.156335455991537	35256955	dryclean
P-0006741-T03-IM6	150	58	0.156335455991537	39457700	dryclean
P-0006741-T03-IM6	200	54	0.156335455991537	39457700	dryclean
P-0006908-T03-IM6	25	98	0.207321133280033	14802014.5	facets
P-0006908-T03-IM6	50	62	0.207321133280033	27999494.5	facets
P-0006908-T03-IM6	75	61	0.207321133280033	26334806	facets
P-0006908-T03-IM6	100	52	0.207321133280033	36150033.5	facets
P-0006908-T03-IM6	150	50	0.207321133280033	36150033.5	facets
P-0006908-T03-IM6	200	45	0.207321133280033	41993550	facets
P-0006908-T03-IM6	25	99	0.152180672757857	14721371	dryclean
P-0006908-T03-IM6	50	61	0.152180672757857	29376371	dryclean
P-0006908-T03-IM6	75	59	0.152180672757857	29664183	dryclean
P-0006908-T03-IM6	100	54	0.152180672757857	34602253	dryclean
P-0006908-T03-IM6	150	50	0.152180672757857	35226097	dryclean
P-0006908-T03-IM6	200	45	0.152180672757857	37043017	dryclean
P-0007231-T02-IM6	25	83	0.278197167594973	15375350	facets
P-0007231-T02-IM6	50	40	0.278197167594973	55100006.5	facets
P-0007231-T02-IM6	75	34	0.278197167594973	71594262	facets
P-0007231-T02-IM6	100	32	0.278197167594973	80637131	facets
P-0007231-T02-IM6	150	32	0.278197167594973	80637131	facets
P-0007231-T02-IM6	200	32	0.278197167594973	80637131	facets
P-0007231-T02-IM6	25	63	0.204368489137594	31434455	dryclean
P-0007231-T02-IM6	50	34	0.204368489137594	73479115.5	dryclean
P-0007231-T02-IM6	75	32	0.204368489137594	80637131	dryclean
P-0007231-T02-IM6	100	32	0.204368489137594	80637131	dryclean
P-0007231-T02-IM6	150	32	0.204368489137594	80637131	dryclean
P-0007231-T02-IM6	200	32	0.204368489137594	80637131	dryclean
P-0008712-T02-IM6	25	122	0.236361568458483	10354442.5	facets
P-0008712-T02-IM6	50	72	0.236361568458483	23856168	facets
P-0008712-T02-IM6	75	64	0.236361568458483	29476419	facets
P-0008712-T02-IM6	100	57	0.236361568458483	37038149	facets
P-0008712-T02-IM6	150	56	0.236361568458483	40546799.5	facets
P-0008712-T02-IM6	200	56	0.236361568458483	40546799.5	facets
P-0008712-T02-IM6	25	120	0.189464060550342	8082772	dryclean
P-0008712-T02-IM6	50	76	0.189464060550342	23654362	dryclean
P-0008712-T02-IM6	75	62	0.189464060550342	28862796	dryclean
P-0008712-T02-IM6	100	56	0.189464060550342	36206349.5	dryclean
P-0008712-T02-IM6	150	55	0.189464060550342	37038149	dryclean
P-0008712-T02-IM6	200	54	0.189464060550342	35851437	dryclean
P-0009001-T02-IM6	25	145	0.289681666505116	10173573	facets
P-0009001-T02-IM6	50	66	0.289681666505116	29938572	facets
P-0009001-T02-IM6	75	36	0.289681666505116	77456253.5	facets
P-0009001-T02-IM6	100	34	0.289681666505116	77456253.5	facets
P-0009001-T02-IM6	150	29	0.289681666505116	86418583	facets
P-0009001-T02-IM6	200	26	0.289681666505116	96987390	facets
P-0009001-T02-IM6	25	140	0.179668631975166	10209874.5	dryclean
P-0009001-T02-IM6	50	65	0.179668631975166	29323300	dryclean
P-0009001-T02-IM6	75	40	0.179668631975166	63890279	dryclean
P-0009001-T02-IM6	100	34	0.179668631975166	77203857.5	dryclean
P-0009001-T02-IM6	150	31	0.179668631975166	86418583	dryclean
P-0009001-T02-IM6	200	29	0.179668631975166	89768050	dryclean
P-0009014-T02-IM6	25	117	0.262567182847568	9049820	facets
P-0009014-T02-IM6	50	51	0.262567182847568	24724023	facets
P-0009014-T02-IM6	75	44	0.262567182847568	37833312.5	facets
P-0009014-T02-IM6	100	44	0.262567182847568	37833312.5	facets
P-0009014-T02-IM6	150	40	0.262567182847568	55640369	facets
P-0009014-T02-IM6	200	36	0.262567182847568	76056502.5	facets
P-0009014-T02-IM6	25	108	0.153134228109868	10657911	dryclean
P-0009014-T02-IM6	50	56	0.153134228109868	22484975.5	dryclean
P-0009014-T02-IM6	75	46	0.153134228109868	34633122	dryclean
P-0009014-T02-IM6	100	45	0.153134228109868	35256882	dryclean
P-0009014-T02-IM6	150	41	0.153134228109868	47515641	dryclean
P-0009014-T02-IM6	200	40	0.153134228109868	52298466.5	dryclean
P-0009014-T03-IM6	25	116	0.281893457838249	8012234.5	facets
P-0009014-T03-IM6	50	56	0.281893457838249	25098544.5	facets
P-0009014-T03-IM6	75	48	0.281893457838249	34633167	facets
P-0009014-T03-IM6	100	45	0.281893457838249	57081229	facets
P-0009014-T03-IM6	150	41	0.281893457838249	70040159	facets
P-0009014-T03-IM6	200	37	0.281893457838249	73738940	facets
P-0009014-T03-IM6	25	94	0.186660268559333	12242526.5	dryclean
P-0009014-T03-IM6	50	54	0.186660268559333	28633742.5	dryclean
P-0009014-T03-IM6	75	47	0.186660268559333	35256972	dryclean
P-0009014-T03-IM6	100	41	0.186660268559333	58553375	dryclean
P-0009014-T03-IM6	150	36	0.186660268559333	79489700	dryclean
P-0009014-T03-IM6	200	36	0.186660268559333	79489700	dryclean
P-0009364-T02-IM6	25	253	0.224369323772354	5393150	facets
P-0009364-T02-IM6	50	119	0.224369323772354	10909083	facets
P-0009364-T02-IM6	75	89	0.224369323772354	21163000	facets
P-0009364-T02-IM6	100	82	0.224369323772354	25011813	facets
P-0009364-T02-IM6	150	75	0.224369323772354	27582653	facets
P-0009364-T02-IM6	200	63	0.224369323772354	33258550	facets
P-0009364-T02-IM6	25	266	0.152991701775097	5693726.5	dryclean
P-0009364-T02-IM6	50	129	0.152991701775097	10909083	dryclean
P-0009364-T02-IM6	75	90	0.152991701775097	19128946.5	dryclean
P-0009364-T02-IM6	100	77	0.152991701775097	27678600	dryclean
P-0009364-T02-IM6	150	67	0.152991701775097	27678600	dryclean
P-0009364-T02-IM6	200	63	0.152991701775097	33258550	dryclean
P-0009406-T03-IM6	25	106	0.228190524938907	16018725	facets
P-0009406-T03-IM6	50	51	0.228190524938907	50712559	facets
P-0009406-T03-IM6	75	44	0.228190524938907	56568491	facets
P-0009406-T03-IM6	100	42	0.228190524938907	61764070.5	facets
P-0009406-T03-IM6	150	37	0.228190524938907	73739130	facets
P-0009406-T03-IM6	200	34	0.228190524938907	78096599	facets
P-0009406-T03-IM6	25	98	0.148251650449207	14554020.5	dryclean
P-0009406-T03-IM6	50	51	0.148251650449207	50707630	dryclean
P-0009406-T03-IM6	75	42	0.148251650449207	59500126	dryclean
P-0009406-T03-IM6	100	39	0.148251650449207	61736369	dryclean
P-0009406-T03-IM6	150	36	0.148251650449207	73999546.5	dryclean
P-0009406-T03-IM6	200	31	0.148251650449207	89767959	dryclean
P-0009432-T02-IM6	25	193	0.248778406920287	6565747	facets
P-0009432-T02-IM6	50	80	0.248778406920287	21398456.5	facets
P-0009432-T02-IM6	75	65	0.248778406920287	27490032	facets
P-0009432-T02-IM6	100	58	0.248778406920287	34633263.5	facets
P-0009432-T02-IM6	150	51	0.248778406920287	41611200	facets
P-0009432-T02-IM6	200	49	0.248778406920287	41611200	facets
P-0009432-T02-IM6	25	153	0.193412503659529	8680242	dryclean
P-0009432-T02-IM6	50	78	0.193412503659529	23525797.5	dryclean
P-0009432-T02-IM6	75	62	0.193412503659529	33554932	dryclean
P-0009432-T02-IM6	100	52	0.193412503659529	40471669.5	dryclean
P-0009432-T02-IM6	150	45	0.193412503659529	43702913	dryclean
P-0009432-T02-IM6	200	43	0.193412503659529	43702913	dryclean
P-0011015-T02-IM6	25	179	0.652362509635991	8657127	facets
P-0011015-T02-IM6	50	74	0.652362509635991	28640675	facets
P-0011015-T02-IM6	75	52	0.652362509635991	40772919.5	facets
P-0011015-T02-IM6	100	45	0.652362509635991	50226560	facets
P-0011015-T02-IM6	150	33	0.652362509635991	71314450	facets
P-0011015-T02-IM6	200	31	0.652362509635991	74950173	facets
P-0011015-T02-IM6	25	79	0.502183274423033	26059200	dryclean
P-0011015-T02-IM6	50	36	0.502183274423033	60233113.5	dryclean
P-0011015-T02-IM6	75	30	0.502183274423033	78673868.5	dryclean
P-0011015-T02-IM6	100	25	0.502183274423033	122197691	dryclean
P-0011015-T02-IM6	150	24	0.502183274423033	133019987	dryclean
P-0011015-T02-IM6	200	23	0.502183274423033	133170632	dryclean
P-0011113-T02-IM6	25	302	0.509030927585506	5315192.5	facets
P-0011113-T02-IM6	50	173	0.509030927585506	9726850	facets
P-0011113-T02-IM6	75	125	0.509030927585506	13376832	facets
P-0011113-T02-IM6	100	109	0.509030927585506	15330050	facets
P-0011113-T02-IM6	150	76	0.509030927585506	26557652.5	facets
P-0011113-T02-IM6	200	62	0.509030927585506	31166080	facets
P-0011113-T02-IM6	25	211	0.372542018525622	7760031	dryclean
P-0011113-T02-IM6	50	114	0.372542018525622	14973815	dryclean
P-0011113-T02-IM6	75	72	0.372542018525622	29857992	dryclean
P-0011113-T02-IM6	100	56	0.372542018525622	38459873	dryclean
P-0011113-T02-IM6	150	39	0.372542018525622	58783269	dryclean
P-0011113-T02-IM6	200	37	0.372542018525622	62576836	dryclean
P-0012081-T02-IM6	25	99	0.293754892084467	19941485	facets
P-0012081-T02-IM6	50	39	0.293754892084467	73739370	facets
P-0012081-T02-IM6	75	37	0.293754892084467	77295855	facets
P-0012081-T02-IM6	100	30	0.293754892084467	90075252	facets
P-0012081-T02-IM6	150	28	0.293754892084467	96788875	facets
P-0012081-T02-IM6	200	24	0.293754892084467	129794408	facets
P-0012081-T02-IM6	25	67	0.200014841848152	30832769	dryclean
P-0012081-T02-IM6	50	38	0.200014841848152	67429857	dryclean
P-0012081-T02-IM6	75	31	0.200014841848152	86418558	dryclean
P-0012081-T02-IM6	100	27	0.200014841848152	119464323	dryclean
P-0012081-T02-IM6	150	24	0.200014841848152	133019963.5	dryclean
P-0012081-T02-IM6	200	24	0.200014841848152	133019963.5	dryclean
P-0012824-T03-IM6	25	124	0.312857444154675	13510120	facets
P-0012824-T03-IM6	50	40	0.312857444154675	58258913	facets
P-0012824-T03-IM6	75	35	0.312857444154675	80605964	facets
P-0012824-T03-IM6	100	33	0.312857444154675	86418523	facets
P-0012824-T03-IM6	150	30	0.312857444154675	88272090.5	facets
P-0012824-T03-IM6	200	28	0.312857444154675	91002951	facets
P-0012824-T03-IM6	25	131	0.190639183635302	12244600	dryclean
P-0012824-T03-IM6	50	47	0.190639183635302	37581200	dryclean
P-0012824-T03-IM6	75	39	0.190639183635302	62577850	dryclean
P-0012824-T03-IM6	100	33	0.190639183635302	80668505	dryclean
P-0012824-T03-IM6	150	30	0.190639183635302	88272090.5	dryclean
P-0012824-T03-IM6	200	30	0.190639183635302	88272090.5	dryclean
P-0012985-T02-IM6	25	248	0.310763437276452	5808191	facets
P-0012985-T02-IM6	50	133	0.310763437276452	11619150	facets
P-0012985-T02-IM6	75	71	0.310763437276452	27106095	facets
P-0012985-T02-IM6	100	50	0.310763437276452	39910466	facets
P-0012985-T02-IM6	150	35	0.310763437276452	72824831	facets
P-0012985-T02-IM6	200	31	0.310763437276452	80605855	facets
P-0012985-T02-IM6	25	151	0.243446213858157	11050383	dryclean
P-0012985-T02-IM6	50	54	0.243446213858157	34633287.5	dryclean
P-0012985-T02-IM6	75	37	0.243446213858157	62577300	dryclean
P-0012985-T02-IM6	100	31	0.243446213858157	80668481	dryclean
P-0012985-T02-IM6	150	23	0.243446213858157	133170800	dryclean
P-0012985-T02-IM6	200	23	0.243446213858157	133170800	dryclean
P-0013182-T02-IM6	25	125	0.461049814496924	15392150	facets
P-0013182-T02-IM6	50	77	0.461049814496924	30695708	facets
P-0013182-T02-IM6	75	57	0.461049814496924	37327659	facets
P-0013182-T02-IM6	100	43	0.461049814496924	58767502	facets
P-0013182-T02-IM6	150	34	0.461049814496924	80637217.5	facets
P-0013182-T02-IM6	200	30	0.461049814496924	84634984.5	facets
P-0013182-T02-IM6	25	125	0.233774157299205	13944189	dryclean
P-0013182-T02-IM6	50	68	0.233774157299205	35488841	dryclean
P-0013182-T02-IM6	75	48	0.233774157299205	40476707	dryclean
P-0013182-T02-IM6	100	39	0.233774157299205	65562323	dryclean
P-0013182-T02-IM6	150	30	0.233774157299205	84634802.5	dryclean
P-0013182-T02-IM6	200	26	0.233774157299205	91445190.5	dryclean
P-0013280-T02-IM6	25	124	0.729475853952164	13272926.5	facets
P-0013280-T02-IM6	50	67	0.729475853952164	34352367	facets
P-0013280-T02-IM6	75	46	0.729475853952164	46131758.5	facets
P-0013280-T02-IM6	100	39	0.729475853952164	62576950	facets
P-0013280-T02-IM6	150	33	0.729475853952164	80605785	facets
P-0013280-T02-IM6	200	25	0.729475853952164	93122241	facets
P-0013280-T02-IM6	25	69	0.533283819428004	31911891	dryclean
P-0013280-T02-IM6	50	46	0.533283819428004	51677092.5	dryclean
P-0013280-T02-IM6	75	35	0.533283819428004	70508461	dryclean
P-0013280-T02-IM6	100	28	0.533283819428004	83543479	dryclean
P-0013280-T02-IM6	150	23	0.533283819428004	133170658	dryclean
P-0013280-T02-IM6	200	23	0.533283819428004	133170658	dryclean
P-0013345-T02-IM6	25	177	0.367350574406263	9454210	facets
P-0013345-T02-IM6	50	98	0.367350574406263	16607620.5	facets
P-0013345-T02-IM6	75	84	0.367350574406263	21933739	facets
P-0013345-T02-IM6	100	80	0.367350574406263	25424118.5	facets
P-0013345-T02-IM6	150	72	0.367350574406263	25770404	facets
P-0013345-T02-IM6	200	70	0.367350574406263	25616507.5	facets
P-0013345-T02-IM6	25	133	0.262238992101312	13376765	dryclean
P-0013345-T02-IM6	50	83	0.262238992101312	16010947	dryclean
P-0013345-T02-IM6	75	73	0.262238992101312	24391854	dryclean
P-0013345-T02-IM6	100	72	0.262238992101312	25662320.5	dryclean
P-0013345-T02-IM6	150	64	0.262238992101312	25861362.5	dryclean
P-0013345-T02-IM6	200	59	0.262238992101312	28567107	dryclean
P-0014129-T03-IM6	25	105	0.631349947581006	10967450	facets
P-0014129-T03-IM6	50	58	0.631349947581006	31163493	facets
P-0014129-T03-IM6	75	44	0.631349947581006	49503769.5	facets
P-0014129-T03-IM6	100	38	0.631349947581006	62885366	facets
P-0014129-T03-IM6	150	34	0.631349947581006	71403199.5	facets
P-0014129-T03-IM6	200	33	0.631349947581006	73738850	facets
P-0014129-T03-IM6	25	123	0.153988907270439	12211000	dryclean
P-0014129-T03-IM6	50	66	0.153988907270439	29303020	dryclean
P-0014129-T03-IM6	75	59	0.153988907270439	29685751	dryclean
